# Wavelength     Flux6                      Flux12
1000         	2.6127500000000e-07	3.2000000000000e-07
1001         	2.6577198536812e-07	3.2623930383731e-07
1002         	2.7078314129131e-07	3.3295580963054e-07
1003         	2.7612864153044e-07	3.3994876350512e-07
1004         	2.8162865984638e-07	3.4701741158646e-07
1005         	2.8710337000000e-07	3.5396100000000e-07
1006         	2.9237294575217e-07	3.6057877487116e-07
1007         	2.9725756086376e-07	3.6666998232538e-07
1008         	3.0157738909564e-07	3.7203386848806e-07
1009         	3.0515260420868e-07	3.7646967948465e-07
1010         	3.0780337996375e-07	3.7977666144057e-07
1011         	3.0934989012172e-07	3.8175406048124e-07
1012         	3.0961230844346e-07	3.8220112273210e-07
1013         	3.0841080868984e-07	3.8091709431856e-07
1014         	3.0556556462173e-07	3.7770122136605e-07
1015         	3.0089675000000e-07	3.7235275000000e-07
1016         	2.9433056057479e-07	3.6479060019465e-07
1017         	2.8621728005336e-07	3.5541238731948e-07
1018         	2.7701321413221e-07	3.4473540059279e-07
1019         	2.6717466850787e-07	3.3327692923286e-07
1020         	2.5715794887686e-07	3.2155426245800e-07
1021         	2.4741936093571e-07	3.1008468948650e-07
1022         	2.3841521038092e-07	2.9938549953666e-07
1023         	2.3060180290903e-07	2.8997398182676e-07
1024         	2.2443544421655e-07	2.8236742557511e-07
1025         	2.2037244000000e-07	2.7708312000000e-07
1026         	2.1874962680866e-07	2.7450870309024e-07
1027         	2.1942596460282e-07	2.7451320791671e-07
1028         	2.2214094419553e-07	2.7683601632080e-07
1029         	2.2663405639983e-07	2.8121651014390e-07
1030         	2.3264479202879e-07	2.8739407122742e-07
1031         	2.3991264189544e-07	2.9510808141275e-07
1032         	2.4817709681284e-07	3.0409792254127e-07
1033         	2.5717764759403e-07	3.1410297645439e-07
1034         	2.6665378505207e-07	3.2486262499350e-07
1035         	2.7634500000000e-07	3.3611625000000e-07
1036         	2.8601624498058e-07	3.4761706460440e-07
1037         	2.9553431945538e-07	3.5917360709370e-07
1038         	3.0479148461569e-07	3.7060824704403e-07
1039         	3.1368000165280e-07	3.8174335403153e-07
1040         	3.2209213175798e-07	3.9240129763231e-07
1041         	3.2992013612253e-07	4.0240444742251e-07
1042         	3.3705627593772e-07	4.1157517297825e-07
1043         	3.4339281239484e-07	4.1973584387566e-07
1044         	3.4882200668517e-07	4.2670882969087e-07
1045         	3.5323612000000e-07	4.3231650000000e-07
1046         	3.5655054426903e-07	4.3642043034218e-07
1047         	3.5877319437566e-07	4.3903902010850e-07
1048         	3.5993511594171e-07	4.4022987465307e-07
1049         	3.6006735458898e-07	4.4005059932998e-07
1050         	3.5920095593929e-07	4.3855879949333e-07
1051         	3.5736696561446e-07	4.3581208049721e-07
1052         	3.5459642923630e-07	4.3186804769572e-07
1053         	3.5092039242662e-07	4.2678430644296e-07
1054         	3.4636990080725e-07	4.2061846209302e-07
1055         	3.4097600000000e-07	4.1342812000000e-07
1056         	3.3481153672329e-07	4.0531865413690e-07
1057         	3.2811656208196e-07	3.9658651295230e-07
1058         	3.2117292827748e-07	3.8757591351369e-07
1059         	3.1426248751130e-07	3.7863107288855e-07
1060         	3.0766709198487e-07	3.7009620814438e-07
1061         	3.0166859389965e-07	3.6231553634866e-07
1062         	2.9654884545710e-07	3.5563327456887e-07
1063         	2.9258969885867e-07	3.5039363987251e-07
1064         	2.9007300630582e-07	3.4694084932706e-07
1065         	2.8928062000000e-07	3.4561912000000e-07
1066         	2.9037127355782e-07	3.4662315101024e-07
1067         	2.9301122625649e-07	3.4954956968231e-07
1068         	2.9674361878838e-07	3.5384548539219e-07
1069         	3.0111159184584e-07	3.5895800751581e-07
1070         	3.0565828612124e-07	3.6433424542915e-07
1071         	3.0992684230694e-07	3.6942130850815e-07
1072         	3.1346040109530e-07	3.7366630612879e-07
1073         	3.1580210317869e-07	3.7651634766700e-07
1074         	3.1649508924947e-07	3.7741854249875e-07
1075         	3.1508250000000e-07	3.7582000000000e-07
1076         	3.1128030299543e-07	3.7137444346216e-07
1077         	3.0549577329207e-07	3.6456205183845e-07
1078         	2.9830901281901e-07	3.5606961799757e-07
1079         	2.9030012350535e-07	3.4658393480820e-07
1080         	2.8204920728017e-07	3.3679179513902e-07
1081         	2.7413636607259e-07	3.2737999185872e-07
1082         	2.6714170181168e-07	3.1903531783599e-07
1083         	2.6164531642655e-07	3.1244456593950e-07
1084         	2.5822731184630e-07	3.0829452903794e-07
1085         	2.5746779000000e-07	3.0727200000000e-07
1086         	2.5974873952046e-07	3.0982933137113e-07
1087         	2.6465969585523e-07	3.1548111440387e-07
1088         	2.7159208115559e-07	3.2350750002752e-07
1089         	2.7993731757278e-07	3.3318863917138e-07
1090         	2.8908682725806e-07	3.4380468276476e-07
1091         	2.9843203236270e-07	3.5463578173695e-07
1092         	3.0736435503796e-07	3.6496208701727e-07
1093         	3.1527521743509e-07	3.7406374953502e-07
1094         	3.2155604170535e-07	3.8122092021949e-07
1095         	3.2559825000000e-07	3.8571375000000e-07
1096         	3.2701210585324e-07	3.8708168526290e-07
1097         	3.2628323833099e-07	3.8590135422273e-07
1098         	3.2411611788212e-07	3.8300868055113e-07
1099         	3.2121521495551e-07	3.7923958791968e-07
1100         	3.1828500000000e-07	3.7543000000000e-07
1101         	3.1590068082048e-07	3.7226405574702e-07
1102         	3.1412041464582e-07	3.6981875524898e-07
1103         	3.1287309606093e-07	3.6801931387742e-07
1104         	3.1208761965069e-07	3.6679094700391e-07
1105         	3.1169288000000e-07	3.6605887000000e-07
1106         	3.1160734737980e-07	3.6573261781272e-07
